file,line,module,direct_schema_references,expression,status
lua/wanxiang/super_replacer.lua,1006,super_replacer,"['wanxiang_english', 'wanxiang_lite', 'wanxiang_t9', 'wanxiang_t9i']",local t9_opt = t9_val and t9_val:get_bool() or false,static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/super_replacer.lua,1010,super_replacer,"['wanxiang_english', 'wanxiang_lite', 'wanxiang_t9', 'wanxiang_t9i']","local comment_mode = comment_mode_val and comment_mode_val:get_string() or ""comment""",static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/super_replacer.lua,1013,super_replacer,"['wanxiang_english', 'wanxiang_lite', 'wanxiang_t9', 'wanxiang_t9i']",local sentence = sentence_val and sentence_val:get_bool() or false,static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/super_replacer.lua,1016,super_replacer,"['wanxiang_english', 'wanxiang_lite', 'wanxiang_t9', 'wanxiang_t9i']",local custom_cand_type = custom_cand_type_val and custom_cand_type_val:get_string(),static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/super_replacer.lua,1022,super_replacer,"['wanxiang_english', 'wanxiang_lite', 'wanxiang_t9', 'wanxiang_t9i']","local rule_str = rule_str_val and rule_str_val:get_string() or ""1,1""",static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/super_tips.lua,118,super_tips,"['wanxiang_t9', 'wanxiang_t9i']","local disabled_list = config:get_list(""super_tips/disabled_types"")",static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/super_tips.lua,138,super_tips,"['wanxiang_t9', 'wanxiang_t9i']","local files_list = config:get_list(""super_tips/files"")",static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/super_tips.lua,142,super_tips,"['wanxiang_t9', 'wanxiang_t9i']",local value = entry and entry:get_string(),static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/super_tips.lua,149,super_tips,"['wanxiang_t9', 'wanxiang_t9i']","local file_str = config:get_string(""super_tips/files"")",static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/super_tips.lua,232,super_tips,"['wanxiang_t9', 'wanxiang_t9i']","if not context:get_option(""super_tips"") then return end",static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/super_tips.lua,263,super_tips,"['wanxiang_t9', 'wanxiang_t9i']","env.tips_key = config:get_string(""super_tips/tips_key"")",static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/super_tips.lua,290,super_tips,"['wanxiang_t9', 'wanxiang_t9i']","if not context:get_option(""super_tips"")",static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/unicode_conversion.lua,423,unicode_conversion,['wanxiang_lite'],"local pattern = env.engine.schema.config:get_string(""recognizer/patterns/unicode"")",static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/unicode_conversion.lua,498,unicode_conversion,['wanxiang_lite'],"local key = config:get_string(""unicode/key"")",static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/wanxiang.lua,372,wanxiang,[],"local algebra = config:get_list(""speller/algebra"")",static candidate; dynamic paths and internal values require consumer review
lua/wanxiang/wanxiang.lua,380,wanxiang,[],local rule = value and value:get_string(),static candidate; dynamic paths and internal values require consumer review
